ID	parent ID	DE	DE neu	DE merge	EN	EN neu	EN merge	Abfragen	sort	kiel extract	kiel+	kiel overwrite	kiel result	goe extract	goe+	goe overwrite	goe merge	goe result
80X	vn12	Literaturen in Nordeuropa		Literaturen in Nordeuropa	Literatures in Northern Europe		Literatures in Northern Europe	{"kiel":["nor 0*"]}	80-	["nor 0*"]	["nor 0*"]		["nor 0*"]			{}
81X	vn12	Skandinavische Literaturen gesamt		Skandinavische Literaturen gesamt	North Germanic literatures on the whole		North Germanic literatures on the whole	{"kiel":["nor 20*","nor 210*","nor 303.100","nor 325*","nor 326*","nor 327*","nor 329*","nor 33*","nor 810*"]}	81-	["nor 20*","nor 210*","nor 303.100","nor 325*","nor 326*","nor 327*","nor 329*","nor 33*","nor 810*"]	["nor 20*","nor 210*","nor 303.100","nor 325*","nor 326*","nor 327*","nor 329*","nor 33*","nor 810*"]		["nor 20*","nor 210*","nor 303.100","nor 325*","nor 326*","nor 327*","nor 329*","nor 33*","nor 810*"]		{"se":" lsg='7 hws 4?' or lsg='7 hws 5?' or lsg='7 hws 6?'","no":" lsg='7 hwg 4?' or lsg='7 hwg 5?' or lsg='7 hwg 6?'","dk":" lsg='7 hwk 4?' or lsg='7 hwk 5?' or lsg='7 hwk 6?'","ic":" lsg='7 hwd 4?' or lsg='7 hwd 5?' or lsg='7 hwd 6?' or lsg='7 hwa 4?' or lsg='7 hwa 5 ?' or lsg='7 hwa 6?' or lsg='7 hwb 4?' or lsg='7 hwb 5?' or lsg='7 hwb 6? '"}			{"se":" lsg='7 hws 4?' or lsg='7 hws 5?' or lsg='7 hws 6?'","no":" lsg='7 hwg 4?' or lsg='7 hwg 5?' or lsg='7 hwg 6?'","dk":" lsg='7 hwk 4?' or lsg='7 hwk 5?' or lsg='7 hwk 6?'","ic":" lsg='7 hwd 4?' or lsg='7 hwd 5?' or lsg='7 hwd 6?' or lsg='7 hwa 4?' or lsg='7 hwa 5 ?' or lsg='7 hwa 6?' or lsg='7 hwb 4?' or lsg='7 hwb 5?' or lsg='7 hwb 6? '"}
811.X	81X	Altnordische Literatur		Altnordische Literatur	Old Norse literature		Old Norse literature		811.-		["nor 210.021","nor 247*","nor 249*","nor 25*","nor 260*","nor 245*","nor 246*","nor 293.200","nor 293.600","nor 293.800","nor 266*","nor 268*","nor 27*","nor 28*","nor 290*","nor 293.400","nor 72*","nor 73*","nor 74*","nor 75*","nor 76*","nor 77*","nor 78*","nor 79*","nor 295*"]		["nor 210.021","nor 247*","nor 249*","nor 25*","nor 260*","nor 245*","nor 246*","nor 293.200","nor 293.600","nor 293.800","nor 266*","nor 268*","nor 27*","nor 28*","nor 290*","nor 293.400","nor 72*","nor 73*","nor 74*","nor 75*","nor 76*","nor 77*","nor 78*","nor 79*","nor 295*"]		Loading...			Loading...
811.1	811.X	Allgemeines		Allgemeines	General works		General works	{"kiel":["nor 210.021"]}	811.1	["nor 210.021"]	["nor 210.021"]		["nor 210.021"]			{}
811.2	811.X	Literaturtheorie		Literaturtheorie	Literary theory		Literary theory	{"kiel":["nor 247*","nor 249*","nor 25*","nor 260*"]}	811.2	["nor 247*","nor 249*","nor 25*","nor 260*"]	["nor 247*","nor 249*","nor 25*","nor 260*"]		["nor 247*","nor 249*","nor 25*","nor 260*"]			{}
811.3	811.X	Literaturgeschichte		Literaturgeschichte	History of literature		History of literature	{"kiel":["nor 245*","nor 246*","nor 293.200","nor 293.600","nor 293.800"]}	811.3	["nor 245*","nor 246*","nor 293.200","nor 293.600","nor 293.800"]	["nor 245*","nor 246*","nor 293.200","nor 293.600","nor 293.800"]		["nor 245*","nor 246*","nor 293.200","nor 293.600","nor 293.800"]			{}
811.4	811.X	Volksdichtung		Volksdichtung	Folk poetry		Folk poetry	{"kiel":["nor 266*","nor 268*","nor 27*","nor 28*","nor 290*","nor 293.400"]}	811.4	["nor 266*","nor 268*","nor 27*","nor 28*","nor 290*","nor 293.400"]	["nor 266*","nor 268*","nor 27*","nor 28*","nor 290*","nor 293.400"]		["nor 266*","nor 268*","nor 27*","nor 28*","nor 290*","nor 293.400"]			{}
811.5	811.X	Textsammlungen		Textsammlungen	Collections of texts		Collections of texts	{"kiel":["nor 72*","nor 73*","nor 74*","nor 75*","nor 76*","nor 77*","nor 78*","nor 79*"]}	811.5	["nor 72*","nor 73*","nor 74*","nor 75*","nor 76*","nor 77*","nor 78*","nor 79*"]	["nor 72*","nor 73*","nor 74*","nor 75*","nor 76*","nor 77*","nor 78*","nor 79*"]		["nor 72*","nor 73*","nor 74*","nor 75*","nor 76*","nor 77*","nor 78*","nor 79*"]			{}
811.6	811.X	Autoren		Autoren	Authors		Authors	{"kiel":["nor 295*"]}	811.6	["nor 295*"]	["nor 295*"]		["nor 295*"]			{}
812.X	81X	Isländische Literatur		Isländische Literatur	Icelandic literature		Icelandic literature	{"goe":{"ic":" lsg='7 hwd 4?' or lsg='7 hwd 5?' or lsg='7 hwd 6?' or lsg='7 hwa 4?' or lsg='7 hwa 5 ?' or lsg='7 hwa 6?' or lsg='7 hwb 4?' or lsg='7 hwb 5?' or lsg='7 hwb 6? '"}}	812.-		["nor 460*","nor 49*","nor 490*","nor 492*","nor 88*","nor 89*","nor 900*"]		["nor 460*","nor 49*","nor 490*","nor 492*","nor 88*","nor 89*","nor 900*"]	{"ic":" lsg='7 hwd 4?' or lsg='7 hwd 5?' or lsg='7 hwd 6?' or lsg='7 hwa 4?' or lsg='7 hwa 5 ?' or lsg='7 hwa 6?' or lsg='7 hwb 4?' or lsg='7 hwb 5?' or lsg='7 hwb 6? '"}	{"ic":" lsg='7 hwd 4?' or lsg='7 hwd 5?' or lsg='7 hwd 6?' or lsg='7 hwa 4?' or lsg='7 hwa 5 ?' or lsg='7 hwa 6?' or lsg='7 hwb 4?' or lsg='7 hwb 5?' or lsg='7 hwb 6? '"}		{"ic":" lsg='7 hwd 4?' or lsg='7 hwd 5?' or lsg='7 hwd 6?' or lsg='7 hwa 4?' or lsg='7 hwa 5 ?' or lsg='7 hwa 6?' or lsg='7 hwb 4?' or lsg='7 hwb 5?' or lsg='7 hwb 6? '"}	{"ic":" lsg='7 hwd 4?' or lsg='7 hwd 5?' or lsg='7 hwd 6?' or lsg='7 hwa 4?' or lsg='7 hwa 5 ?' or lsg='7 hwa 6?' or lsg='7 hwb 4?' or lsg='7 hwb 5?' or lsg='7 hwb 6? '"}
812.1	812.X	Allgemeines		Allgemeines	General works		General works	{"goe":{"ic":" lsg='7 hwd 5?' or lsg='7 hwa 5?' or lsg='7 hwb 5?'"},"kiel":["nor 460*"]}	812.1	["nor 460*"]	["nor 460*"]		["nor 460*"]	{"ic":" lsg='7 hwd 5?' or lsg='7 hwa 5?' or lsg='7 hwb 5?'"}	{"ic":" lsg='7 hwd 5?' or lsg='7 hwa 5?' or lsg='7 hwb 5?'"}		{"ic":" lsg='7 hwd 5?' or lsg='7 hwa 5?' or lsg='7 hwb 5?'"}	{"ic":" lsg='7 hwd 5?' or lsg='7 hwa 5?' or lsg='7 hwb 5?'"}
812.2	812.X	Literaturtheorie		Literaturtheorie	Literary theory		Literary theory	{"goe":{"ic":" lsg='7 hwd 510' or lsg='7 hwd 512' or lsg='7 hwa 510' or lsg='7 hwb 512 '"},"kiel":["nor 49*"]}	812.2	["nor 49*"]	["nor 49*"]		["nor 49*"]	{"ic":" lsg='7 hwd 510' or lsg='7 hwd 512' or lsg='7 hwa 510' or lsg='7 hwb 512 '"}	{"ic":" lsg='7 hwd 510' or lsg='7 hwd 512' or lsg='7 hwa 510' or lsg='7 hwb 512 '"}		{"ic":" lsg='7 hwd 510' or lsg='7 hwd 512' or lsg='7 hwa 510' or lsg='7 hwb 512 '"}	{"ic":" lsg='7 hwd 510' or lsg='7 hwd 512' or lsg='7 hwa 510' or lsg='7 hwb 512 '"}
812.3	812.X	Literaturgeschichte		Literaturgeschichte	History of literature		History of literature	{"goe":{"ic":" lsg='7 hwd 580' or lsg='7 hwa 580' or lsg='7 hwb 580 '"},"kiel":["nor 490*"]}	812.3	["nor 490*"]	["nor 490*"]		["nor 490*"]	{"ic":" lsg='7 hwd 580' or lsg='7 hwa 580' or lsg='7 hwb 580 '"}	{"ic":" lsg='7 hwd 580' or lsg='7 hwa 580' or lsg='7 hwb 580 '"}		{"ic":" lsg='7 hwd 580' or lsg='7 hwa 580' or lsg='7 hwb 580 '"}	{"ic":" lsg='7 hwd 580' or lsg='7 hwa 580' or lsg='7 hwb 580 '"}
812.4	812.X	Volksdichtung		Volksdichtung	Folk poetry		Folk poetry	{"goe":{"ic":" lsg='7 hwd 438' or lsg='7 hwd 446' or lsg='7 hwa 438' or lsg='7 hwa 446' or lsg='7 hwb 438' or lsg='7 hwb 446'"},"kiel":["nor 492*"]}	812.4	["nor 492*"]	["nor 492*"]		["nor 492*"]	{"ic":" lsg='7 hwd 438' or lsg='7 hwd 446' or lsg='7 hwa 438' or lsg='7 hwa 446' or lsg='7 hwb 438' or lsg='7 hwb 446'"}	{"ic":" lsg='7 hwd 438' or lsg='7 hwd 446' or lsg='7 hwa 438' or lsg='7 hwa 446' or lsg='7 hwb 438' or lsg='7 hwb 446'"}		{"ic":" lsg='7 hwd 438' or lsg='7 hwd 446' or lsg='7 hwa 438' or lsg='7 hwa 446' or lsg='7 hwb 438' or lsg='7 hwb 446'"}	{"ic":" lsg='7 hwd 438' or lsg='7 hwd 446' or lsg='7 hwa 438' or lsg='7 hwa 446' or lsg='7 hwb 438' or lsg='7 hwb 446'"}
812.5	812.X	Textsammlungen		Textsammlungen	Collections of texts		Collections of texts	{"goe":{"ic":" lsg='7 hwd 4?' or lsg='7 hwd 5?' or lsg='7 hwa 4?' or lsg='7 hwa 5 ?' or lsg='7 hwb 4?' or lsg='7 hwb 5?' or lsg='7 '"},"kiel":["nor 88*","nor 89*"]}	812.5	["nor 88*","nor 89*"]	["nor 88*","nor 89*"]		["nor 88*","nor 89*"]	{"ic":" lsg='7 hwd 4?' or lsg='7 hwd 5?' or lsg='7 hwa 4?' or lsg='7 hwa 5 ?' or lsg='7 hwb 4?' or lsg='7 hwb 5?' or lsg='7 '"}	{"ic":" lsg='7 hwd 4?' or lsg='7 hwd 5?' or lsg='7 hwa 4?' or lsg='7 hwa 5 ?' or lsg='7 hwb 4?' or lsg='7 hwb 5?' or lsg='7 '"}		{"ic":" lsg='7 hwd 4?' or lsg='7 hwd 5?' or lsg='7 hwa 4?' or lsg='7 hwa 5 ?' or lsg='7 hwb 4?' or lsg='7 hwb 5?' or lsg='7 '"}	{"ic":" lsg='7 hwd 4?' or lsg='7 hwd 5?' or lsg='7 hwa 4?' or lsg='7 hwa 5 ?' or lsg='7 hwb 4?' or lsg='7 hwb 5?' or lsg='7 '"}
812.6	812.X	Autoren, einzelne Textdenkmäler		Autoren, einzelne Textdenkmäler	Authors, single textual monuments		Authors, single textual monuments	{"goe":{"ic":" lsg='7 hwd 6?' or lsg='7 hwa 6?' or lsg='7 hwb 6?'"},"kiel":["nor 900*"]}	812.6	["nor 900*"]	["nor 900*"]		["nor 900*"]	{"ic":" lsg='7 hwd 6?' or lsg='7 hwa 6?' or lsg='7 hwb 6?'"}	{"ic":" lsg='7 hwd 6?' or lsg='7 hwa 6?' or lsg='7 hwb 6?'"}		{"ic":" lsg='7 hwd 6?' or lsg='7 hwa 6?' or lsg='7 hwb 6?'"}	{"ic":" lsg='7 hwd 6?' or lsg='7 hwa 6?' or lsg='7 hwb 6?'"}
813.X	81X	Färöische Literatur		Färöische Literatur	Faeroese literature		Faeroese literature		813.-		["nor 451.100","nor 453*","nor 492*","nor 855*","nor 875*","nor 900*"]		["nor 451.100","nor 453*","nor 492*","nor 855*","nor 875*","nor 900*"]		Loading...			Loading...
813.1	813.X	Allgemeines		Allgemeines	General works		General works	{"kiel":["nor 451.100"]}	813.1	["nor 451.100"]	["nor 451.100"]		["nor 451.100"]
813.2	813.X	Literaturtheorie		Literaturtheorie	Literary theory		Literary theory		813.2			xxx				xxx
813.3	813.X	Literaturgeschichte		Literaturgeschichte	History of literature		History of literature	{"kiel":["nor 453*"]}	813.3	["nor 453*"]	["nor 453*"]		["nor 453*"]			{}
813.4	813.X	Volksdichtung		Volksdichtung	Folk poetry		Folk poetry	{"kiel":["nor 492*"]}	813.4	["nor 492*"]	["nor 492*"]		["nor 492*"]			{}
813.5	813.X	Textsammlungen		Textsammlungen	Collections of texts		Collections of texts	{"kiel":["nor 855*"]}	813.5	["nor 855*"]	["nor 855*"]		["nor 855*"]			{}
813.6	813.X	Autoren		Autoren	Authors		Authors	{"kiel":["nor 875*","nor 900*"]}	813.6	["nor 875*","nor 900*"]	["nor 875*","nor 900*"]		["nor 875*","nor 900*"]			{}
814.X	81X	Schwedische Literatur		Schwedische Literatur	Swedish literature		Swedish literature	{"goe":{"se":" lsg='7 hws 4?' or lsg='7 hws 5?' or lsg='7 hws 6?'"}}	814.-		["nor 610*","nor 675*","nor 635*","nor 678*","nor 68*","nor 694*","nor 708*","nor 710*","nor 303.800","nor 675*","nor 700*","nor 701*","nor 703*","nor 704*","nor 706*","nor 689*","nor 805*","nor 936*","nor 937*","nor 938*","nor 94*","nor 95*","nor 96*","nor 97*","nor 980*"]		["nor 610*","nor 675*","nor 635*","nor 678*","nor 68*","nor 694*","nor 708*","nor 710*","nor 303.800","nor 675*","nor 700*","nor 701*","nor 703*","nor 704*","nor 706*","nor 689*","nor 805*","nor 936*","nor 937*","nor 938*","nor 94*","nor 95*","nor 96*","nor 97*","nor 980*"]	{"se":" lsg='7 hws 4?' or lsg='7 hws 5?' or lsg='7 hws 6?'"}	{"se":" lsg='7 hws 4?' or lsg='7 hws 5?' or lsg='7 hws 6?'"}		{"se":" lsg='7 hws 4?' or lsg='7 hws 5?' or lsg='7 hws 6?'"}	{"se":" lsg='7 hws 4?' or lsg='7 hws 5?' or lsg='7 hws 6?'"}
814.1	814.X	Allgemeines		Allgemeines	General works		General works	{"goe":{"se":" lsg='7 hws 5?'"},"kiel":["nor 610*","nor 675*"]}	814.1	["nor 610*","nor 675*"]	["nor 610*","nor 675*"]		["nor 610*","nor 675*"]	{"se":" lsg='7 hws 5?'"}	{"se":" lsg='7 hws 5?'"}		{"se":" lsg='7 hws 5?'"}	{"se":" lsg='7 hws 5?'"}
814.2	814.X	Literaturtheorie		Literaturtheorie	Literary theory		Literary theory	{"goe":{"se":" lsg='7 hws 510' or lsg='7 hws 512'"},"kiel":["nor 635*","nor 678*","nor 68*","nor 694*","nor 708*","nor 710*"]}	814.2	["nor 635*","nor 678*","nor 68*","nor 694*","nor 708*","nor 710*"]	["nor 635*","nor 678*","nor 68*","nor 694*","nor 708*","nor 710*"]		["nor 635*","nor 678*","nor 68*","nor 694*","nor 708*","nor 710*"]	{"se":" lsg='7 hws 510' or lsg='7 hws 512'"}	{"se":" lsg='7 hws 510' or lsg='7 hws 512'"}		{"se":" lsg='7 hws 510' or lsg='7 hws 512'"}	{"se":" lsg='7 hws 510' or lsg='7 hws 512'"}
814.3	814.X	Literaturgeschichte		Literaturgeschichte	History of literature		History of literature	{"goe":{"se":" lsg='7 hws 580'"},"kiel":["nor 303.800","nor 675*","nor 700*","nor 701*","nor 703*","nor 704*","nor 706*"]}	814.3	["nor 303.800","nor 675*","nor 700*","nor 701*","nor 703*","nor 704*","nor 706*"]	["nor 303.800","nor 675*","nor 700*","nor 701*","nor 703*","nor 704*","nor 706*"]		["nor 303.800","nor 675*","nor 700*","nor 701*","nor 703*","nor 704*","nor 706*"]	{"se":" lsg='7 hws 580'"}	{"se":" lsg='7 hws 580'"}		{"se":" lsg='7 hws 580'"}	{"se":" lsg='7 hws 580'"}
814.4	814.X	Volksdichtung		Volksdichtung	Folk poetry		Folk poetry	{"goe":{"se":" lsg='7 hws 438' or lsg='7 hws 446'"},"kiel":["nor 689*"]}	814.4	["nor 689*"]	["nor 689*"]		["nor 689*"]	{"se":" lsg='7 hws 438' or lsg='7 hws 446'"}	{"se":" lsg='7 hws 438' or lsg='7 hws 446'"}		{"se":" lsg='7 hws 438' or lsg='7 hws 446'"}	{"se":" lsg='7 hws 438' or lsg='7 hws 446'"}
814.5	814.X	Textsammlungen		Textsammlungen	Collections of texts		Collections of texts	{"goe":{"se":" lsg='7 hws 4?' or lsg='7 hws 5?'"},"kiel":["nor 805*","nor 936*","nor 937*","nor 938*","nor 94*","nor 95*","nor 96*","nor 97*"]}	814.5	["nor 805*","nor 936*","nor 937*","nor 938*","nor 94*","nor 95*","nor 96*","nor 97*"]	["nor 805*","nor 936*","nor 937*","nor 938*","nor 94*","nor 95*","nor 96*","nor 97*"]		["nor 805*","nor 936*","nor 937*","nor 938*","nor 94*","nor 95*","nor 96*","nor 97*"]	{"se":" lsg='7 hws 4?' or lsg='7 hws 5?'"}	{"se":" lsg='7 hws 4?' or lsg='7 hws 5?'"}		{"se":" lsg='7 hws 4?' or lsg='7 hws 5?'"}	{"se":" lsg='7 hws 4?' or lsg='7 hws 5?'"}
814.6	814.X	Autoren		Autoren	Authors		Authors	{"goe":{"se":" lsg='7 hws 6?'"},"kiel":["nor 980*"]}	814.6	["nor 980*"]	["nor 980*"]		["nor 980*"]	{"se":" lsg='7 hws 6?'"}	{"se":" lsg='7 hws 6?'"}		{"se":" lsg='7 hws 6?'"}	{"se":" lsg='7 hws 6?'"}
815.X	81X	Dänische Literatur		Dänische Literatur	Danish literature		Danish literature	{"goe":{"dk":" lsg='7 hwk 4?' or lsg='7 hwk 5?' or lsg='7 hwk 6?'"}}	815.-		["nor 340*","nor 370*","nor 303.200","nor 421*","nor 422*","nor 423*","nor 424*","nor 438*","nor 440*","nor 441*","nor 442*","nor 444*","nor 425*","nor 448*","nor 800*","nor 816*","nor 817*","nor 818*","nor 82*","nor 83*","nor 840.100","nor 840.200","nor 840.300","nor 840.500","nor 840.600","nor 840.700","nor 850*"]		["nor 340*","nor 370*","nor 303.200","nor 421*","nor 422*","nor 423*","nor 424*","nor 438*","nor 440*","nor 441*","nor 442*","nor 444*","nor 425*","nor 448*","nor 800*","nor 816*","nor 817*","nor 818*","nor 82*","nor 83*","nor 840.100","nor 840.200","nor 840.300","nor 840.500","nor 840.600","nor 840.700","nor 850*"]	{"dk":" lsg='7 hwk 4?' or lsg='7 hwk 5?' or lsg='7 hwk 6?'"}	{"dk":" lsg='7 hwk 4?' or lsg='7 hwk 5?' or lsg='7 hwk 6?'"}		{"dk":" lsg='7 hwk 4?' or lsg='7 hwk 5?' or lsg='7 hwk 6?'"}	{"dk":" lsg='7 hwk 4?' or lsg='7 hwk 5?' or lsg='7 hwk 6?'"}
815.1	815.X	Allgemeines		Allgemeines	General works		General works	{"goe":{"dk":" lsg='7 hwk 5?'"},"kiel":["nor 340*"]}	815.1	["nor 340*"]	["nor 340*"]		["nor 340*"]	{"dk":" lsg='7 hwk 5?'"}	{"dk":" lsg='7 hwk 5?'"}		{"dk":" lsg='7 hwk 5?'"}	{"dk":" lsg='7 hwk 5?'"}
815.2	815.X	Literaturtheorie		Literaturtheorie	Literary theory		Literary theory	{"goe":{"dk":" lsg='7 hwk 510' or lsg='7 hwk 512'"},"kiel":["nor 370*"]}	815.2	["nor 370*"]	["nor 370*"]		["nor 370*"]	{"dk":" lsg='7 hwk 510' or lsg='7 hwk 512'"}	{"dk":" lsg='7 hwk 510' or lsg='7 hwk 512'"}		{"dk":" lsg='7 hwk 510' or lsg='7 hwk 512'"}	{"dk":" lsg='7 hwk 510' or lsg='7 hwk 512'"}
815.3	815.X	Literaturgeschichte		Literaturgeschichte	History of literature		History of literature	{"goe":{"dk":" lsg='7 hwk 580'"},"kiel":["nor 303.200","nor 421*","nor 422*","nor 423*","nor 424*","nor 438*","nor 440*","nor 441*","nor 442*","nor 444*"]}	815.3	["nor 303.200","nor 421*","nor 422*","nor 423*","nor 424*","nor 438*","nor 440*","nor 441*","nor 442*","nor 444*"]	["nor 303.200","nor 421*","nor 422*","nor 423*","nor 424*","nor 438*","nor 440*","nor 441*","nor 442*","nor 444*"]		["nor 303.200","nor 421*","nor 422*","nor 423*","nor 424*","nor 438*","nor 440*","nor 441*","nor 442*","nor 444*"]	{"dk":" lsg='7 hwk 580'"}	{"dk":" lsg='7 hwk 580'"}		{"dk":" lsg='7 hwk 580'"}	{"dk":" lsg='7 hwk 580'"}
815.4	815.X	Volksdichtung		Volksdichtung	Folk poetry		Folk poetry	{"goe":{"dk":" lsg='7 hwk 438' or lsg='7 hwk 446'"},"kiel":["nor 425*","nor 448*"]}	815.4	["nor 425*","nor 448*"]	["nor 425*","nor 448*"]		["nor 425*","nor 448*"]	{"dk":" lsg='7 hwk 438' or lsg='7 hwk 446'"}	{"dk":" lsg='7 hwk 438' or lsg='7 hwk 446'"}		{"dk":" lsg='7 hwk 438' or lsg='7 hwk 446'"}	{"dk":" lsg='7 hwk 438' or lsg='7 hwk 446'"}
815.5	815.X	Textsammlungen		Textsammlungen	Collections of texts		Collections of texts	{"goe":{"dk":" lsg='7 hwk 4?' or lsg='7 hwk 5?'"},"kiel":["nor 800*","nor 816*","nor 817*","nor 818*","nor 82*","nor 83*","nor 840.100","nor 840.200","nor 840.300","nor 840.500","nor 840.600","nor 840.700"]}	815.5	["nor 800*","nor 816*","nor 817*","nor 818*","nor 82*","nor 83*","nor 840.100","nor 840.200","nor 840.300","nor 840.500","nor 840.600","nor 840.700"]	["nor 800*","nor 816*","nor 817*","nor 818*","nor 82*","nor 83*","nor 840.100","nor 840.200","nor 840.300","nor 840.500","nor 840.600","nor 840.700"]		["nor 800*","nor 816*","nor 817*","nor 818*","nor 82*","nor 83*","nor 840.100","nor 840.200","nor 840.300","nor 840.500","nor 840.600","nor 840.700"]	{"dk":" lsg='7 hwk 4?' or lsg='7 hwk 5?'"}	{"dk":" lsg='7 hwk 4?' or lsg='7 hwk 5?'"}		{"dk":" lsg='7 hwk 4?' or lsg='7 hwk 5?'"}	{"dk":" lsg='7 hwk 4?' or lsg='7 hwk 5?'"}
815.6	815.X	Autoren		Autoren	Authors		Authors	{"goe":{"dk":" lsg='7 hwk 6?'"},"kiel":["nor 850*"]}	815.6	["nor 850*"]	["nor 850*"]		["nor 850*"]	{"dk":" lsg='7 hwk 6?'"}	{"dk":" lsg='7 hwk 6?'"}		{"dk":" lsg='7 hwk 6?'"}	{"dk":" lsg='7 hwk 6?'"}
816.X	81X	Norwegische Literatur		Norwegische Literatur	Norwegian literature		Norwegian literature	{"goe":{"no":" lsg='7 hwg 4?' or lsg='7 hwg 5?' or lsg='7 hwg 6?'"}}	816.-		["nor 500*","nor 565*","nor 530*","nor 568*","nor 57*","nor 303.600","nor 585*","nor 586*","nor 587*","nor 590*","nor 600*","nor 577.800","nor 803*","nor 90*","nor 91*","nor 92*","nor 930*"]		["nor 500*","nor 565*","nor 530*","nor 568*","nor 57*","nor 303.600","nor 585*","nor 586*","nor 587*","nor 590*","nor 600*","nor 577.800","nor 803*","nor 90*","nor 91*","nor 92*","nor 930*"]	{"no":" lsg='7 hwg 4?' or lsg='7 hwg 5?' or lsg='7 hwg 6?'"}	{"no":" lsg='7 hwg 4?' or lsg='7 hwg 5?' or lsg='7 hwg 6?'"}		{"no":" lsg='7 hwg 4?' or lsg='7 hwg 5?' or lsg='7 hwg 6?'"}	{"no":" lsg='7 hwg 4?' or lsg='7 hwg 5?' or lsg='7 hwg 6?'"}
816.1	816.X	Allgemeines		Allgemeines	General works		General works	{"goe":{"no":" lsg='7 hwg 5?'"},"kiel":["nor 500*","nor 565*"]}	816.1	["nor 500*","nor 565*"]	["nor 500*","nor 565*"]		["nor 500*","nor 565*"]	{"no":" lsg='7 hwg 5?'"}	{"no":" lsg='7 hwg 5?'"}		{"no":" lsg='7 hwg 5?'"}	{"no":" lsg='7 hwg 5?'"}
816.2	816.X	Literaturtheorie		Literaturtheorie	Literary theory		Literary theory	{"goe":{"no":" lsg='7 hwg 510' or lsg='7 hwg 512'"},"kiel":["nor 530*","nor 568*","nor 57*"]}	816.2	["nor 530*","nor 568*","nor 57*"]	["nor 530*","nor 568*","nor 57*"]		["nor 530*","nor 568*","nor 57*"]	{"no":" lsg='7 hwg 510' or lsg='7 hwg 512'"}	{"no":" lsg='7 hwg 510' or lsg='7 hwg 512'"}		{"no":" lsg='7 hwg 510' or lsg='7 hwg 512'"}	{"no":" lsg='7 hwg 510' or lsg='7 hwg 512'"}
816.3	816.X	Literaturgeschichte		Literaturgeschichte	History of literature		History of literature	{"goe":{"no":" lsg='7 hwg 580'"},"kiel":["nor 303.600","nor 585*","nor 586*","nor 587*","nor 590*","nor 600*"]}	816.3	["nor 303.600","nor 585*","nor 586*","nor 587*","nor 590*","nor 600*"]	["nor 303.600","nor 585*","nor 586*","nor 587*","nor 590*","nor 600*"]		["nor 303.600","nor 585*","nor 586*","nor 587*","nor 590*","nor 600*"]	{"no":" lsg='7 hwg 580'"}	{"no":" lsg='7 hwg 580'"}		{"no":" lsg='7 hwg 580'"}	{"no":" lsg='7 hwg 580'"}
816.4	816.X	Volksdichtung		Volksdichtung	Folk poetry		Folk poetry	{"goe":{"no":" lsg='7 hwg 438' or lsg='7 hwg 446'"},"kiel":["nor 577.800"]}	816.4	["nor 577.800"]	["nor 577.800"]		["nor 577.800"]	{"no":" lsg='7 hwg 438' or lsg='7 hwg 446'"}	{"no":" lsg='7 hwg 438' or lsg='7 hwg 446'"}		{"no":" lsg='7 hwg 438' or lsg='7 hwg 446'"}	{"no":" lsg='7 hwg 438' or lsg='7 hwg 446'"}
816.5	816.X	Textsammlungen		Textsammlungen	Collections of texts		Collections of texts	{"goe":{"no":" lsg='7 hwg 4?' or lsg='7 hwg 5?'"},"kiel":["nor 803*","nor 90*","nor 91*","nor 92*"]}	816.5	["nor 803*","nor 90*","nor 91*","nor 92*"]	["nor 803*","nor 90*","nor 91*","nor 92*"]		["nor 803*","nor 90*","nor 91*","nor 92*"]	{"no":" lsg='7 hwg 4?' or lsg='7 hwg 5?'"}	{"no":" lsg='7 hwg 4?' or lsg='7 hwg 5?'"}		{"no":" lsg='7 hwg 4?' or lsg='7 hwg 5?'"}	{"no":" lsg='7 hwg 4?' or lsg='7 hwg 5?'"}
816.6	816.X	Autoren		Autoren	Authors		Authors	{"goe":{"no":" lsg='7 hwg 6?'"},"kiel":["nor 930*"]}	816.6	["nor 930*"]	["nor 930*"]		["nor 930*"]	{"no":" lsg='7 hwg 6?'"}	{"no":" lsg='7 hwg 6?'"}		{"no":" lsg='7 hwg 6?'"}	{"no":" lsg='7 hwg 6?'"}
83X	vn12	Ostseefinnische Literaturen		Ostseefinnische Literaturen	Finnic literatures		Finnic literatures	{"goe":{"fi":" lsg='7 jlm 4?' or lsg='7 jlm 5?' or lsg='7 jls 4?' and lsg='7 jln 4?' or lsg='7 jls 5?' and lsg='7 jln 5?'"}}	83-		["sla 870.000","sla 870.090","sla 870.200","sla 870.250","sla 870.400","sla 870.300","sla 870.500","sla 874*"]		["sla 870.000","sla 870.090","sla 870.200","sla 870.250","sla 870.400","sla 870.300","sla 870.500","sla 874*"]	{"fi":" lsg='7 jlm 4?' or lsg='7 jlm 5?' or lsg='7 jls 4?' and lsg='7 jln 4?' or lsg='7 jls 5?' and lsg='7 jln 5?'"}	{"fi":" lsg='7 jlm 4?' or lsg='7 jlm 5?' or lsg='7 jls 4?' and lsg='7 jln 4?' or lsg='7 jls 5?' and lsg='7 jln 5?'"}		{"fi":" lsg='7 jlm 4?' or lsg='7 jlm 5?' or lsg='7 jls 4?' and lsg='7 jln 4?' or lsg='7 jls 5?' and lsg='7 jln 5?'"}	{"fi":" lsg='7 jlm 4?' or lsg='7 jlm 5?' or lsg='7 jls 4?' and lsg='7 jln 4?' or lsg='7 jls 5?' and lsg='7 jln 5?'"}
